price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,renovated
438750,3,1.75,1610,6480,1,4,1947,1
1210000,4,2.75,3650,6982,2,4,1951,1
589000,3,1,1110,6000,1.5,5,1932,1
590000,3,2,1650,6150,2,4,1926,1
210000,2,1.5,880,1157,2,3,2007,0
840500,3,2,2520,5400,1.5,4,1906,1
565000,7,4.5,4140,9066,1,3,1978,0
380000,3,2,1660,8281,1,3,1949,1
355000,2,1,1270,3200,1,4,1920,0
277000,4,1,1450,6250,1,3,1964,1
270000,3,1.75,1300,4127,1,4,1918,1
7.00E+05,2,1.75,2320,5500,1.5,3,1925,1
635000,3,2.5,2300,5500,1.5,4,1921,0
510250,3,1.75,1400,4000,1,3,1951,1
960000,4,2.25,2410,4560,2,5,1929,0
580000,5,2,1940,6000,1,5,1945,0
1970000,8,3.5,4440,6480,2,5,1959,0
285000,2,1,800,6240,1,3,1954,1
840000,4,1.75,2330,4000,2,5,1924,1
474800,2,3.25,1400,1243,3,3,2000,0
430000,3,3.75,3890,7140,1,3,1943,1
345000,2,1,1080,4000,1,3,1940,1
875000,3,2.75,2280,4280,1,5,1917,0
1400000,4,3.25,4700,9160,1,3,2005,0
325000,2,2.5,1050,1609,2,3,2005,0
485000,4,1,1600,4300,1.5,4,1916,0
535000,3,2.5,1360,1016,3,3,2003,0
389000,2,1,910,7000,1,3,1952,1
4.00E+05,4,1.5,1390,7200,1,3,1965,1
820000,4,2.25,2280,6660,1.5,3,1940,1
436500,2,1,1260,5000,1,3,1951,1
2453500,4,3.5,4730,13586,1.5,5,1935,0
680000,3,2.25,2330,4000,1.5,5,1927,0
750500,5,3,2170,2440,1.5,4,1911,1
550000,5,2,2450,9488,1,4,1900,1
619000,4,2,2300,3400,1.5,5,1915,0
3.00E+05,2,1,820,3844,1,4,1916,0
4.00E+05,4,2.75,1240,3867,1,3,1987,1
450000,4,2,2240,7725,1,5,1956,0
595000,3,2,1480,5000,1,4,1928,0
155000,3,1,1250,6250,1,2,1949,0
529000,3,1,1590,6420,1,3,1944,0
635200,4,1.75,1640,4240,1,5,1921,0
540000,3,1.5,2600,5085,1,4,1940,1
402000,2,1,710,1173,2,4,1943,0
329932,3,1.5,1460,5040,1,3,1971,0
445000,4,1.75,1990,4725,1.5,4,1944,0
395000,2,1,1320,1824,1.5,4,1909,1
510000,3,1.5,2240,3800,2,3,1929,0
1425000,4,4.25,4960,6000,2.5,3,1909,1
685000,3,1.75,1940,7313,1,4,1960,1
350000,4,2.5,2040,22653,2,3,2011,0
305000,2,2.25,1000,905,3,3,2006,0
645000,3,3.25,1730,1229,2,3,2008,0
385000,3,1,1220,4800,1,3,1901,0
425000,3,1.75,1680,3000,1,4,1900,1
369000,3,2,1550,8509,1,3,1959,1
650000,2,2.5,1740,2500,2,3,1994,0
299950,3,1,1210,9525,1,3,1955,1
715000,4,1.75,3420,7200,1,5,1947,0
659000,4,2.5,3190,11375,1,5,1946,0
490000,3,1.75,1920,5405,1,4,1947,1
750000,3,1.75,1700,8400,1,3,1947,1
7.00E+05,4,2.5,2310,3570,1.5,3,1927,1
1365000,3,2.5,2090,6000,1.5,4,1928,0
330000,2,2.5,1240,1546,2,3,2007,0
560000,3,1.5,2000,7350,1,3,1953,0
315000,3,2,1060,5750,1,3,1981,1
399000,2,1,940,4800,1,4,1911,1
740000,5,3.75,3990,18897,2,3,1937,1
280000,2,1,1880,7560,1,3,1919,1
750000,4,2.75,2600,4674,1,3,1976,0
427000,5,2.75,2220,4000,1,3,1973,1
735000,4,3,2840,4120,1.5,4,1931,0
240000,3,2,1330,6000,1,4,1900,1
645500,2,1,1890,5202,1.5,4,1909,1
325000,3,1.75,2180,10230,1,4,1961,1
919204,4,3.5,3760,5000,2,3,2014,0
615000,3,2.25,1760,1146,3,3,2014,0
1505000,4,3.5,3480,7232,2,3,1926,1
250000,1,1,750,4000,1,3,1918,0
315000,3,1,960,6634,1,3,1952,1
404000,3,1.5,2030,8880,1,3,1963,1
285000,2,2.5,1380,1073,2,3,2011,0
5.00E+05,3,2,1720,5525,1,5,1941,0
380000,2,1,1210,4800,1,3,1950,1
469000,3,1,950,4250,1.5,5,1948,1
405000,2,1.75,1710,4234,2,3,1920,1
629000,3,2,1760,5000,1,5,1920,0
395000,1,1,730,3000,1,3,1911,1
965000,4,2.5,2460,5000,2,5,1938,0
820000,3,1.75,2160,6272,1,4,1960,1
661000,4,2.25,1990,4600,1.5,4,1932,1
686000,3,1.5,1840,9990,2,5,1961,0
430000,2,1,990,4802,1,3,1947,1
809000,4,1.5,1840,4337,2,4,1917,0
440150,2,1,1110,6800,1,5,1947,0
455000,2,1,1170,6000,1,4,1941,1
635000,3,2.5,1960,7200,1,4,1940,1
985000,3,1.75,1670,5400,2,5,1912,0
465500,3,1.75,1890,7004,1,3,1965,1
730000,4,2,2360,6000,1,5,1939,0
550000,3,2,1810,4064,1.5,3,1925,1
345000,3,1.75,1990,5650,1,3,1963,1
342000,2,2.5,1175,1366,2,3,2005,0
610000,5,2.5,3990,3839,1,4,1962,0
455000,2,1,1140,5720,1,3,1947,1
540000,4,1.75,1720,4240,1.5,4,1925,1
544000,3,1.5,1790,8203,1.5,3,1910,1
4.00E+05,3,2.5,1495,936,3,3,2006,0
425000,3,2.25,1660,6000,1,3,1979,1
650000,5,2.75,2550,5040,1.5,5,1902,0
850000,3,1.75,1370,3850,1,5,1911,1
930000,4,2.5,2200,4000,2,5,1908,0
530000,3,1.75,1250,6041,1.5,5,1942,0
5.00E+05,3,1.75,1620,4200,1,5,1945,0
1100000,4,3.75,2930,3200,1.5,5,1925,0
689800,3,2.75,2390,9313,1,5,1942,0
430000,3,2,1360,5120,1.5,4,1924,0
785200,3,2.25,1840,3500,1.5,5,1910,0
835000,4,2.75,1550,4000,1.5,3,1930,1
440000,2,1,1230,6600,1,3,1906,1
613000,3,2.5,1350,3068,2,3,1991,0
660000,3,2.5,2290,2798,3,4,1953,1
280000,2,1.5,1480,15641,1,4,1940,1
235000,2,1,720,4840,1,4,1947,1
390000,3,2,1080,7236,1,5,1947,0
710000,3,2,2140,4923,1,4,1928,0
312000,3,2.25,1540,5338,1,5,1954,0
545000,3,1.75,1810,3000,1.5,4,1903,0
409950,2,1.75,1370,5125,1,5,1944,0
960000,4,3,4590,9150,2,3,1981,1
847000,5,1,2550,4623,2.5,4,1905,0
605000,3,2,2060,4040,1,4,1947,1
425000,2,2.5,1140,1182,3,3,2007,0
210000,3,1,1110,7962,1,3,1962,1
718000,3,1,1030,4958,1,5,1952,1
320000,3,3.25,1530,1602,2,3,2013,1
390000,3,2.25,1250,7500,1,5,1942,0
375000,4,1.75,2200,7475,1,5,1955,0
240500,3,1.75,1460,10584,1,3,1997,0
327500,3,1,1070,7140,1,3,1989,0
280000,2,1,960,4920,1,3,1942,1
865000,3,1.75,2090,4725,2,3,1947,1
135000,1,1,790,13062,1,3,1942,1
437000,2,1.75,1500,6800,1,4,1942,1
2400000,5,3.25,3410,9088,2,3,1912,1
175000,2,1,670,2378,1,3,1919,1
465000,3,1,910,4500,1,3,1948,1
540000,3,1,1050,4160,1,4,1925,1
525000,3,2,1540,7800,1,3,2004,1
760500,3,2,1990,3990,1,5,1912,0
519000,2,1,830,2820,1,4,1920,0
317000,3,1,1010,5400,1,3,1959,1
371000,3,1.5,1420,4500,1,3,1959,1
499950,3,2.5,1520,2208,2,3,2007,0
375000,2,1,820,6250,1,4,1922,0
640000,3,2.5,1690,1553,2.5,3,2007,0
989000,5,3.5,3280,4000,2,3,2003,0
365000,2,1,1250,8100,1,4,1947,1
411715,3,1.75,1840,5101,1,5,1952,1
489000,3,1.5,1020,9072,1,3,1930,1
355000,2,1.75,1650,4000,1,4,1947,1
742000,3,3.25,1540,704,3,3,2011,0
399950,3,1.5,2080,5244,1,3,1959,1
767450,3,2,1630,7599,1,3,2006,0
586500,3,2.5,1780,1487,3,3,2006,0
455000,3,1.75,1420,1189,3,3,2006,0
620000,4,2.25,2400,5350,1.5,4,1929,0
269000,3,1,1690,4250,1,3,1967,1
875000,3,3.5,3250,6000,2,3,2001,0
647500,3,1.75,1290,3870,1,5,1916,0
450000,4,1,2000,4676,1.5,3,1916,1
440000,3,1,1050,7500,1,3,1900,1
445000,4,2.5,2340,3784,2,3,2008,0
875000,5,2.5,2920,5568,2,3,1906,1
495000,5,3,2440,4750,1,3,2006,0
1300000,6,4.5,3902,3880,3,4,1977,0
546000,2,1,970,3400,1,3,1924,1
7.00E+05,3,1.75,1910,4800,1,3,1959,1
640000,3,1.75,2340,4206,1,5,1917,0
390000,3,2,1463,868,3,3,2003,0
466500,3,1,1430,3840,1,3,1945,1
356000,2,1,920,4095,1,4,1914,1
229000,2,1,1190,7408,1,3,1941,1
619000,4,1.75,1660,3800,1.5,3,1926,1
547000,3,2.5,1480,8381,1,4,1968,0
499000,3,3.5,1690,1432,2,3,2008,0
453500,4,1.75,2000,6032,1,3,1959,1
456000,4,1.75,1670,9886,1,5,1947,0
335000,3,2,1170,5360,1,3,1919,1
605004,4,2,1370,4000,2,3,1951,1
886000,4,2,2660,3900,1.5,4,1923,0
465000,3,2.25,1530,1245,2,3,2014,0
584000,3,2.5,1480,1485,2,3,2007,0
275000,3,3,1390,1080,2,3,2006,0
324500,3,2.5,1660,3990,2,3,2009,0
7.00E+05,3,2.5,2050,4185,2,3,2011,0
385200,4,1,1550,7740,1.5,3,1954,1
735000,4,2.5,2820,6180,2,3,2013,1
389250,2,1.5,1490,4080,1,3,1956,1
545000,4,2.5,2040,6034,2,3,1990,1
550000,3,1.5,1900,5000,1.5,3,1926,1
5.00E+05,4,1,1720,4011,1.5,4,1904,0
920000,4,2.75,2880,5750,1.5,5,1928,1
435000,2,1,1260,4080,1.5,5,1926,0
1370000,2,2.25,2460,16940,1.5,4,1936,0
253500,2,1,810,4800,1,3,1948,1
595000,4,2.5,1990,2175,2,3,2005,0
660000,3,1.75,1980,3300,1.5,4,1926,1
285000,2,1,780,5000,1,4,1943,0
435000,3,2,980,5000,1,3,1940,1
1280000,4,3.5,3010,3600,2,3,1999,0
739000,4,3,2720,3800,2,5,1919,1
452000,2,1.75,1740,5400,1,4,1946,1
279000,5,2.5,2690,5557,2,3,2012,1
405000,2,2,1405,1073,2,3,2007,0
490000,3,3,1730,2940,3,3,1985,0
445000,2,1,1440,3225,1,3,1915,0
455000,3,1,1300,3550,1.5,3,1927,1
410000,3,1,1410,5060,1,4,1956,0
450000,3,1.75,1640,13500,1,3,1940,1
552000,2,2.5,1380,951,3,3,2006,0
378500,2,1,730,7528,1,3,1946,0
304700,2,1,740,5995,1,4,1949,1
568000,3,1.75,2050,3520,1,4,1977,0
345000,3,2.5,1210,1420,3,3,2008,0
435000,3,2.25,1890,7200,1,4,1973,0
4.00E+05,2,1,1140,5100,1,3,1942,1
440000,3,1.75,2240,8153,1,3,1948,1
417000,2,1,920,6600,1,3,1919,1
435000,2,1,800,5000,1,3,1906,1
831000,4,2.5,2030,3905,1.5,4,1926,1
425000,2,1,910,4635,1,4,1905,0
550000,4,2.5,2700,5100,1,4,1968,0
750000,4,3.25,2050,5000,2,4,1987,0
550000,3,1.75,1380,3402,1.5,3,1900,1
352750,2,1.75,1060,1241,2,3,2008,0
403950,2,1,710,1136,2,4,1943,0
980000,4,2.5,2730,4800,1.5,5,1909,1
212500,2,2,1030,21712,1,4,1938,0
428000,3,2,1310,2550,1,3,1986,0
559000,3,1.5,2070,5386,1,4,1948,0
620000,3,2.5,2590,7237,2,3,2004,1
240000,4,1,1910,16320,1.5,3,1934,1
489000,3,3.5,1500,1249,2,3,2004,1
398000,3,2.5,1720,1715,2,3,2004,1
345000,2,1.5,1340,1210,2,3,2008,0
365000,3,2.5,1800,2700,2,3,2011,0
315000,3,2.5,1480,1590,2,3,2010,0
571000,4,2,2750,7807,1.5,5,1916,0
420000,2,1,860,3880,1,4,1916,0
7.00E+05,3,2,2080,3880,1,5,1954,0
8.00E+05,3,2.25,1620,4500,2,4,1926,1
440000,3,1.5,1290,1286,3,3,2000,0
558000,4,2,2180,3870,1,3,1900,1
417500,4,1,1390,10800,1.5,4,1941,1
1240000,5,3,2830,7500,2,3,1923,1
480000,4,1.75,2320,4322,1,3,1910,1
659500,3,1.75,1820,5500,1,4,1957,1
315000,2,1,1740,3622,1,4,1924,0
268000,2,1,1380,5000,1,3,1943,1
499000,2,1,1220,3000,1,3,1926,1
1070000,3,3,2940,4622,2,4,1988,0
429000,3,3.25,1410,1246,3,3,2005,0
403000,2,1,1100,3598,1,4,1926,1
516200,3,2,2110,5150,1,5,1919,1
870000,4,2.5,3340,12248,2,3,1998,1
429950,3,1.5,2010,9480,1,3,1951,1
310000,3,2.5,1780,6771,1,3,1990,1
555000,3,2,2180,4976,1.5,4,1930,0
433000,3,1.75,1870,7189,1,3,1959,1
566000,4,1.75,2440,5000,1,3,1954,1
7.00E+05,5,2.75,3100,9825,2,4,1950,1
749000,3,1,1580,5000,1.5,3,1926,1
680000,3,1.75,1760,8400,1,4,1960,1
1059500,5,3.25,3230,3825,2,3,2014,0
499950,2,2.25,1060,1208,2,3,2005,0
399950,2,1,710,1157,2,4,1943,0
850830,3,2.5,2070,13241,1.5,5,1910,0
588000,4,2,1680,5000,1,3,1950,1
665000,6,3,4250,4400,2.5,4,1902,0
527000,2,1.75,1640,4080,1,3,1921,1
487028,2,1.5,1295,1093,2,3,2007,0
799000,3,1.5,2210,6300,1.5,5,1916,0
262500,3,1.5,1160,8906,1,3,1962,1
220000,3,1,1050,6300,1,3,1942,1
650000,2,1,1030,5750,1,5,1928,1
435000,3,2.5,1420,2581,3,3,2004,1
8.00E+05,4,3.75,2690,4000,2,4,1909,1
295000,5,3.5,2100,5107,2,3,1999,0
1085000,5,2.5,2340,6000,2,4,1922,0
371000,3,1,890,7200,1,3,1951,1
514000,3,1.75,1720,5899,1,3,1986,0
386000,3,1.5,1270,1318,2,3,2004,1
740000,4,2.75,2490,17833,2,3,1979,1
465000,4,1.75,1470,5350,1,3,1955,1
7.00E+05,3,2.75,2500,7378,1,5,1948,1
350000,3,3.25,1460,1592,2,3,2006,0
148000,1,1,620,8261,1,3,1939,1
530000,3,1.75,1550,3680,1,3,1927,1
349000,3,2.5,1430,1002,3,3,2002,0
735000,4,1.75,2460,5100,1.5,5,1909,1
476000,3,1,1140,5500,1.5,4,1908,0
2888000,5,6.25,8670,64033,2,3,1965,1
110000,2,1,800,15000,1,3,1927,1
317000,3,1,1160,8813,1,3,1952,1
460000,3,2,2060,4437,1,3,1929,0
405000,3,2,1640,7201,1,3,1948,1
333000,2,1,720,6686,1,3,1942,1
427000,4,1,1860,4736,1.5,1,1901,0
619400,4,2,2090,3610,1.5,5,1927,0
881000,5,3,2510,4125,1.5,5,1925,0
813000,4,2.75,3370,6675,1,4,1948,0
547500,3,3.5,1650,2262,3,3,2010,0
399950,2,1,710,1131,2,4,1943,0
250000,2,1.5,982,846,2,3,2006,0
545000,2,1.25,1240,2150,2,3,2014,0
2250000,5,4.25,4860,9453,1.5,5,1905,0
1095000,0,0,3064,4764,3.5,3,1990,1
315000,2,1,970,5665,1,4,1908,0
678500,3,2,2460,6600,1,4,1952,0
580000,5,2,2060,6000,2,3,1903,1
445000,3,1,1050,5664,1,4,1947,1
585000,3,2.5,1910,1501,2.5,3,2007,0
480000,3,2.5,1250,1103,3,3,2005,0
575000,2,1,1510,4032,1.5,3,1935,1
350000,4,2.25,2300,4600,1.5,4,1904,0
599000,5,2.75,2820,4608,1,3,1967,1
1184000,4,2.5,3200,7500,1.5,5,1948,1
545000,3,1,1510,5000,1.5,3,1909,1
440000,3,1,1210,5750,1.5,4,1910,0
445000,5,1.75,2460,6846,1.5,5,1911,1
397990,3,1,1180,11862,1,4,1948,0
706000,3,2.75,1900,6400,1,5,1942,0
363000,3,3.25,1651,1779,2,3,2008,0
620000,2,1,1430,3000,1.5,3,1929,0
448000,2,1.5,1630,3780,1,4,1940,1
670000,3,2.5,2050,6420,1,3,1956,1
310000,5,3,1880,5000,1,3,1997,0
1688000,4,2.5,3000,7500,2,3,1937,1
495000,4,2.5,2140,7245,2,3,2003,0
440000,3,1,1710,6556,1.5,4,1926,1
280000,1,0.75,420,6720,1,3,1922,1
656500,4,2,2710,4750,1,4,1919,1
660000,3,3,2340,2970,2,5,1925,0
560000,4,1.75,1880,3880,1.5,4,1944,0
594000,4,1.75,1870,5200,2,4,1937,0
6.00E+05,3,2.25,1480,5400,2,4,1914,1
430000,4,1.75,1890,6000,1,4,1947,1
312500,2,1.5,1070,1200,2,3,1999,0
3.00E+05,3,3.25,1470,1235,2,3,2008,0
822500,5,3.5,2320,4960,2,5,1926,0
1125000,6,3.75,3010,4360,2,3,2014,0
285000,3,1.75,1840,8601,1,3,1905,1
370000,2,1,900,4600,1,3,1951,1
1030000,4,2.5,2750,4800,2,3,1905,1
775000,4,2,3140,10875,1,3,1939,1
1335000,5,2.25,4200,5800,2.5,4,1906,1
499950,3,1,1830,3000,1.5,3,1926,1
153000,3,1,1270,6405,1.5,3,1944,0
585000,3,1,1870,2807,1.5,4,1927,0
369500,3,1.5,1650,9957,1,4,1961,1
305000,3,1.5,1210,5240,1,4,1983,0
215000,2,1,710,7200,1,3,1943,1
910000,5,2.5,2350,4000,2,3,1993,0
513000,4,2.75,2020,7070,1,5,1958,0
1120000,5,1.5,2540,6660,2,4,1954,1
385000,3,2.25,1920,4833,1,4,1921,0
330000,3,2.5,1070,1155,2,3,2005,0
799000,3,2.5,2860,4442,2,3,2000,0
589000,3,2,2250,8800,1,4,1925,1
1695000,2,2.25,3170,3000,2,5,1900,0
538000,3,1,1460,7200,1,3,1906,1
530100,3,1,1540,3399,1.5,3,1926,1
718500,3,2,2910,6600,2,4,1900,1
556000,3,1.75,1640,7437,1,3,1948,1
575000,3,3,1384,1287,2,3,2006,0
530000,3,2.5,1930,7214,2,3,2005,0
496752,2,1,1980,5000,1,4,1923,0
330000,3,1.75,1430,8865,1,3,1950,1
520500,3,2,1900,8100,1,4,1940,1
460000,3,1.75,1550,4708,1,4,1949,1
1735000,4,2.25,3040,5000,2,4,1926,1
763101,3,1.75,1990,5560,1,4,1939,1
460000,2,1.5,1090,4000,1,3,1951,1
825000,4,1.5,1890,6938,1.5,3,1919,1
418000,4,3,2360,6250,1,3,1960,1
690000,2,1.75,1600,4000,1,5,1918,0
3.00E+05,5,3,1940,6355,1,3,2007,0
385000,4,1.75,1690,4080,1,4,1984,0
415000,4,2,1800,2970,1,4,1923,0
235000,2,1.5,880,1805,2,3,1999,0
667000,3,1.5,1720,8100,2,3,1907,1
375000,4,2,1240,3000,1,3,1908,1
332000,1,1,960,2640,1,3,1908,1
1095000,4,4,3530,8400,2,5,1958,0
277000,3,1,1100,8536,1,4,1957,1
660000,6,1.75,1840,2774,1,3,1900,1
524000,2,1,1120,2000,1.5,3,1910,1
470000,3,1.5,1760,6723,1,3,1958,1
460000,2,1,890,2100,1,4,1919,1
1712500,3,3.25,2940,5432,3,4,1978,1
552000,3,1,1120,2300,1,4,1912,1
373000,3,1,1770,5720,1.5,4,1926,1
245000,2,1,1200,4880,1,3,1943,1
450000,6,2.25,3550,11780,1,4,1948,0
650000,4,2.75,2610,4160,3,5,1910,0
378000,5,2.5,2760,8015,1,4,1960,1
340000,3,2.5,1212,1174,3,3,2004,1
335000,3,1.5,2040,6000,1,3,1957,1
523950,3,2.25,1420,1282,3,3,2006,0
320000,3,2.25,1200,1400,3,3,2005,0
468500,3,2.5,1350,1186,2,3,2007,0
685000,4,3.5,2840,4637,3,3,2008,0
435000,3,2,1980,2674,3,3,2007,0
210000,1,1,930,7129,1,3,1948,1
560000,5,1,1710,9100,1.5,4,1926,1
473000,2,1,900,5100,1,4,1909,1
870000,4,4.25,3010,4887,2,4,1951,1
475000,3,2.25,2280,5750,1,4,1985,0
458000,4,1.5,1550,3000,1.5,3,1918,0
547000,4,1,1720,2800,1.5,4,1926,1
379900,5,3.5,2800,7350,2,3,1995,0
342000,2,1,740,6180,1,3,1948,1
640000,3,2,1380,4800,1,3,1948,1
1010000,3,3.25,2420,1923,2,3,2006,0
1008000,4,3.5,2650,3060,2,3,2001,0
320000,3,1,860,5060,1.5,3,1927,1
479000,2,2.25,1230,932,2,3,2004,1
472000,3,2.5,1180,1262,3,3,2010,0
560000,3,2,2340,3477,1,5,1971,0
549000,2,2.5,1380,953,3,3,2006,0
729000,3,1,1580,3840,2,3,1908,1
465000,2,2.75,1430,1425,2,3,2006,0
675000,6,1.75,2740,6360,1,3,1953,0
667500,3,2,1880,3800,1,5,1927,0
310000,4,2,1870,6000,1.5,3,1956,1
435000,2,1,1230,3800,1,3,1928,1
253000,3,1.5,880,6600,1,5,1945,0
554000,4,1,1120,7104,1.5,3,1946,0
350000,3,2,1380,3600,3,3,2013,1
1185001,3,2.75,2500,5568,2,5,1905,0
2475000,3,3.25,4340,4947,2,3,1993,0
430000,3,1,980,7200,1,4,1950,1
824000,7,4.25,3670,4000,2,3,1964,1
936000,3,1.75,2960,12420,1,4,1952,0
350000,2,2.5,1260,1347,3,3,2005,0
435000,3,2.25,1230,1238,2,3,2009,0
1555000,3,3.5,4360,6240,2,3,2008,0
475000,3,1.75,1700,8432,1,3,1977,1
555000,3,1.75,2040,6000,1,5,1958,0
384400,3,3.25,1689,1388,3,3,2008,0
646000,5,2.75,2870,4461,1,3,1976,0
415000,3,1.75,1270,4800,1,3,1952,1
545500,3,2.5,1560,9361,1.5,4,1936,0
450000,3,1.75,1180,4080,1,4,1928,0
650000,5,1.75,1260,4500,1.5,3,1926,1
343566,2,1,1100,4200,1,3,1954,1
190000,1,1,720,4800,1,3,1914,1
1400000,3,2,2020,5500,1.5,3,1937,1
175000,2,1,660,5000,1,3,1915,0
175000,6,1,1370,5080,1.5,3,1931,0
559000,2,1,1240,6400,1,4,1938,0
240000,2,1,670,10920,1,3,1942,1
3.00E+05,3,2.5,1700,3575,2,3,2000,0
4.00E+05,3,1.75,1050,6150,1.5,4,1928,0
825000,4,3.5,3810,9792,2,3,1938,1
855000,4,2.25,2190,4080,2,3,1918,0
465000,3,1.75,1510,4800,1,3,1925,1
515000,3,3.5,1360,1419,2,3,2007,0
309000,3,2.25,1490,1294,2,3,2010,0
485000,2,2.5,1430,923,3,3,2008,0
482000,3,3.25,1380,1120,3,3,2008,0
690000,3,3.25,1540,1428,3,3,2013,1
576000,3,2.5,1940,9000,1,4,1948,0
378750,3,2.5,2160,3000,1.5,3,1909,1
1525000,4,3.25,3620,5131,2,4,1927,0
405000,2,1,1260,4377,1,4,1947,1
703000,3,2,1360,5980,1.5,3,1945,1
464000,3,1,1320,3625,2,3,1900,1
945000,2,2.5,2540,7089,2,3,2004,1
1325000,4,2.5,2440,3600,2.5,4,1902,0
799000,4,2.5,2590,7910,2,3,2001,0
1309500,4,4.5,4750,13912,2,3,2005,0
590300,3,1.5,1470,7200,2,4,1907,0
506000,2,1,1570,8210,1,4,1952,0
285000,3,1,1210,4731,1.5,3,1901,0
311000,3,1.75,1900,3000,1.5,5,1903,0
435000,3,1.75,1310,8065,1,4,1948,0
1440000,3,3.5,3870,3819,2,3,2002,0
756000,4,2.25,2160,5600,1,5,1947,0
248000,4,2,2080,13510,1,3,1950,1
399888,4,2.25,1820,8255,1.5,4,1930,0
899000,4,2.25,2370,6000,1,3,1959,1
436000,2,1,790,6600,1,3,1949,1
680000,6,2,1670,3000,1,5,1911,1
549000,4,1.75,1290,3060,2,4,1906,1
618250,4,3.25,2520,3360,1.5,4,1931,0
850000,2,1.75,1590,5136,1.5,3,1927,1
930000,5,2,3530,9385,1.5,3,1925,1
499000,3,1.75,1840,5000,1,4,1910,0
507000,3,2.5,2120,7201,2,3,2003,0
646000,4,2.5,2310,4079,2,3,2008,0
475000,3,2.5,950,1110,2,3,2003,0
319950,2,1,920,8341,1,3,1939,1
543000,3,2.25,1240,949,3,3,2008,0
607500,3,3.25,1530,1612,3,3,2006,0
395000,3,1,1500,4000,1,3,1925,1
6.00E+05,2,1,1040,3600,1,4,1919,1
450000,3,2,1430,3480,1,3,1947,1
480000,4,1,2080,5500,1,3,1941,1
850000,3,2.25,2870,8170,2,3,1995,0
380000,3,1.5,1520,4288,1,3,1949,1
359950,3,2.25,1940,11612,1,4,1981,0
665900,4,2.25,2870,5453,2,4,1926,1
547000,5,2.5,2200,4080,1.5,5,1916,0
640000,2,1.75,1760,4400,1,4,1930,0
587206,3,3.5,1890,1710,2,3,1999,0
511500,4,1,1360,6000,1.5,3,1917,1
412000,2,1,1260,3960,1,3,1925,1
