price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,renovated
4.00E+05,3,1,1430,10005,1.5,4,1950,1
250000,1,1,800,16306,1,2,1931,0
1300000,5,4,3366,7800,2.5,3,1937,1
1462497,5,3.25,3840,4800,3,3,2008,0
355000,4,2.5,2040,8265,2,3,1996,0
915000,3,3.25,2660,4000,2,3,2003,0
2400000,6,4.5,5480,10800,2,4,1999,0
390000,3,1,1160,3750,1.5,3,1910,1
482500,4,3,1630,7626,1,5,1990,0
525000,3,2.25,1750,1879,3,3,2001,0
725000,6,1.75,2380,4080,2,3,1917,1
780000,3,2.25,2140,3000,2,3,1905,1
325000,2,1,840,4239,1,3,1948,1
489000,4,2,2120,11479,1,4,1940,1
625000,3,2.5,2440,4800,2,3,2014,0
654000,3,3.25,1530,1565,2,3,2005,0
375000,2,1,1230,1820,2,4,1948,0
849000,4,2,2160,6300,1.5,4,1928,0
442900,4,1.75,1780,2788,1,4,1943,0
750000,3,1.75,2610,5544,1.5,3,1934,1
565000,2,1.75,1330,6000,1,4,1914,1
802000,3,1.75,2870,5000,1.5,4,1907,0
577000,3,2.5,2060,5750,1,3,1976,0
690000,2,1,970,4560,1,4,1907,0
430000,2,1.5,950,4625,1,4,1949,1
775000,4,2.5,2300,6158,2,3,1999,0
449000,4,2.5,1850,5040,1,3,1930,1
420000,3,2,1200,5029,1,3,1937,1
735000,4,2.25,2270,5102,1,5,1954,0
286000,3,2.75,1100,750,2,3,2008,0
579000,3,2.5,1640,1269,3,3,2009,0
345100,3,3.75,1950,8625,1,3,1959,1
649950,3,2.5,1500,1375,2,3,2014,0
458500,3,2,1890,1599,2,3,2012,1
5.00E+05,3,1,1150,5100,2,3,1911,1
345000,3,1,1140,4200,2,4,1904,0
399950,3,1.75,1560,5223,1,4,1940,1
360000,4,1.5,1720,6417,1,3,1953,0
234000,2,1,870,11100,1,3,1940,1
490000,3,2.25,1470,2500,2,3,1984,0
615000,5,2,2130,4180,1.5,5,1926,0
396500,3,1.75,2390,7149,1,3,1955,1
405000,2,1,860,2599,1,4,1901,0
265000,3,1,1620,9450,1.5,3,1928,1
525000,2,1,1080,3500,1,3,1924,1
415000,4,2.5,2170,8518,1,3,1955,1
1580000,4,2.5,4570,74487,2,5,1948,1
450000,4,1.75,2160,4333,1,4,1942,1
471001,3,1.75,1800,6000,1,5,1905,0
385000,3,3.25,1630,1677,3,3,2007,0
335000,1,1,720,5100,1,3,1907,1
1220000,4,3.75,3520,3944,1.5,5,1913,0
750000,3,2,1820,5000,1.5,4,1941,1
569000,4,2,1730,3884,1,5,1924,1
8.00E+05,4,3,3520,4895,1,3,1954,1
660000,3,3.25,1980,2850,3,3,1987,1
685000,2,1.5,1300,1676,1,3,1943,1
403500,3,1,1830,8004,1,3,1960,1
405000,3,2.25,1520,1245,3,3,2004,1
345000,3,1.5,1420,1192,2,3,2008,0
160797,3,1.5,1270,2356,2,3,2012,1
562500,3,2.25,1300,907,2,3,2006,0
664950,5,3,3190,7081,1,3,2013,1
515000,5,3.25,2910,5027,2,3,2013,1
670000,3,2.5,3310,5300,2,3,2008,0
362500,2,1.5,940,1768,2,3,2009,0
402101,2,0.75,1020,1350,2,3,2009,0
438000,3,1.75,1520,6380,1,3,1948,1
687500,4,1.75,2330,5000,1.5,4,1929,0
880000,4,2.5,3030,3841,3,3,2005,0
819000,3,3.5,2130,6150,2,5,1908,0
530000,2,1.5,1580,3680,1,3,1941,1
615000,2,1,1270,5000,1,3,1949,1
660000,2,2.25,2550,6000,2,5,1902,0
665000,6,2.75,2840,8346,1,5,1961,0
1157400,3,2.5,2740,5925,2,3,1913,1
2466350,5,4.75,6390,13180,2,3,1940,1
339000,4,2,2470,5080,1.5,3,1948,1
615000,3,1.75,1720,4080,1,4,1924,0
941000,4,1.75,2320,3825,1.5,5,1926,0
485000,3,2.5,1500,5412,1,5,1920,0
339000,3,1,1100,4128,1,4,1942,1
455000,2,1.5,1200,1259,2,3,2013,1
510000,3,2.25,1420,1309,3,3,2006,0
230000,4,1.75,1850,6000,1,4,1944,0
3.00E+05,2,1,750,5120,1,4,1941,1
457500,3,2.25,1430,2003,2,3,1996,0
343500,4,1.75,1760,6204,1,4,1950,1
257500,2,2,1180,9265,1,3,1940,1
317000,5,2.5,2360,11375,1,4,1962,0
970000,3,2.25,3060,9950,1.5,4,1930,0
683500,3,1.5,1820,5756,1.5,3,1946,0
355000,2,2.25,930,747,2,3,2007,0
395000,4,1.75,1540,5120,1,5,1943,0
218000,3,1,880,18205,1,4,1945,0
350000,2,1,740,7680,1,4,1922,0
845000,3,2,2540,4750,1.5,5,1930,0
850000,4,3,3330,4000,1,3,1958,1
329950,2,1,900,5220,1,4,1956,0
425000,4,1.5,1600,6180,1.5,3,1946,0
210000,2,1,970,5500,1,3,1956,1
631500,2,1,1130,2640,1,4,1927,0
295000,2,1,650,5400,1,3,1950,1
575000,3,2.25,2400,5000,1.5,4,1926,1
329445,2,1.5,830,1119,2,3,2005,0
395000,3,2.5,1600,1936,2,3,2007,0
890000,4,1,2550,4000,2,3,1905,1
352000,4,1,1530,8890,1,3,1925,1
8.00E+05,2,1,1740,5719,1,3,1955,1
381500,2,1,900,2910,1,5,1924,1
562100,2,0.75,1440,3700,1,3,1914,1
308000,3,1,1640,18144,1.5,3,1942,1
750000,3,1.5,1840,5000,1.5,5,1915,0
657000,4,2.5,2180,3375,1.5,4,1926,1
575000,3,2.25,1700,3333,1.5,3,1924,1
690500,5,2,2000,4211,1.5,4,1908,0
5.00E+05,3,1.5,1190,4750,1,3,1940,1
870000,4,2.75,2840,4000,1.5,5,1912,0
275000,2,1,770,4840,1,4,1927,0
645000,3,2.75,1850,16960,1,4,1953,1
315000,4,2,1780,5336,1.5,5,1918,0
190000,1,0.75,930,29258,1,3,1941,1
310000,2,1,870,5400,1,3,1950,1
265950,3,1.5,1150,8450,1,4,1951,1
860000,5,3.25,4500,9648,2,4,1968,0
402000,4,2.25,2000,3672,2,5,1926,0
305000,6,2,1900,8240,1,2,1964,0
1355000,3,1.5,2680,4775,2,5,1913,0
650000,4,2.75,1910,16532,1,4,1940,1
270000,2,1,2060,8398,1,3,1962,1
435000,2,1,1060,3036,1.5,4,1943,0
594000,3,2.25,1270,1406,2,3,2014,0
450000,4,2.75,2310,5650,1,3,1952,1
760000,4,2.5,2760,6000,2,5,1942,0
346500,2,1.75,1610,6300,1,3,1941,1
1330000,3,1.5,1940,2885,1.5,3,1900,1
640000,3,1.75,1620,6000,1,5,1947,0
957000,5,3.25,3160,5000,2,3,2005,0
680000,4,1.5,1880,6200,1,5,1954,0
450000,2,1,1380,4390,1,4,1931,0
595888,3,1.75,1870,9000,1,5,1958,0
346500,3,1,1150,11802,1,4,1932,1
519000,4,2.5,1950,2617,1.5,4,1910,0
395000,2,2.25,1350,1493,2,3,2007,0
364000,3,2.5,1800,2790,2,3,2011,0
328423,3,2.5,1730,3600,2,3,2014,0
425000,3,2.5,2320,2267,3,3,2009,0
563500,3,2.5,1400,1312,3.5,3,2007,0
975000,5,3,2620,5477,2,3,2009,0
937000,3,1.75,2450,2691,2,3,1915,0
518500,3,3.5,1590,1102,3,3,2010,0
415000,3,1,1170,6700,1,3,1957,1
357250,3,1.5,1400,8840,1,4,1952,0
725000,6,3,3110,5000,1.5,5,1921,0
670000,3,1.5,1490,4400,1.5,4,1906,1
440000,4,1.5,1770,5750,2,3,1947,1
320000,2,1,950,5316,1,3,1948,1
690000,5,3.5,2720,7598,2,3,1993,0
805000,3,2.75,2600,5875,1.5,5,1929,0
446000,2,1.5,1370,1221,2,3,2008,0
402000,2,1,620,2475,1,5,1911,1
270000,4,2.25,2600,9900,1,3,1965,1
755000,4,2.75,2880,4000,1.5,3,1912,1
1145000,3,2.5,2490,4000,2,5,1918,0
1250000,3,3,3760,8500,2.5,4,1910,0
450000,2,1.75,840,3340,1,3,1912,1
339000,2,1,950,7954,1,4,1941,1
1340000,4,3.5,3190,5040,2,3,2003,0
815000,4,2.75,2620,4743,1,4,1949,1
638000,3,2,1660,3729,1,5,1922,1
750000,4,2.75,1750,5080,1.5,3,1903,1
626000,3,1.75,2430,5000,2,4,1945,0
440000,3,1.5,2120,6290,1,4,1949,1
9.00E+05,4,3.5,3370,5000,2,3,2008,0
1990000,5,3,4480,5000,2.5,5,1902,0
1387800,3,3,2480,5500,2,3,1950,1
471000,2,1.75,1240,6417,1,5,1924,1
663000,3,2,1480,3876,1,5,1928,1
240000,4,1,1200,2171,1.5,3,1933,0
390000,3,3.25,1370,913,2,3,2006,0
665000,2,1,1110,3200,1,3,1925,1
672500,3,2.25,2400,5300,1.5,4,1939,1
417000,4,2.25,2300,7700,1,3,1959,1
7.00E+05,3,2.5,1660,1545,2,3,2002,0
561500,3,1.75,1960,6380,1,4,1939,1
447000,2,1,1320,8380,1,3,1953,0
212700,2,1,940,5040,1,3,1926,1
260000,2,1,700,4800,1,3,1922,1
430000,2,1,1050,2570,1,5,1927,0
221000,3,1,910,8789,1,3,1966,1
5.00E+05,4,1,1440,7100,1.5,3,1906,1
191000,2,1,900,3400,1,5,1905,0
315000,6,4,3120,4240,2,4,1993,0
415000,3,2.5,1060,1536,2,3,2000,0
523460,5,1.75,1890,5000,1.5,3,1906,1
710000,2,1.5,1640,4080,1.5,5,1916,0
1020000,3,2.25,1670,4800,1.5,3,1903,1
480000,2,1,1500,3420,1,3,1902,0
397000,5,1,1170,6757,1,4,1944,0
718500,3,1.5,1200,6240,1,3,1952,1
195000,2,1,1020,8100,1,3,1940,1
295000,1,1,700,2500,1,4,1907,0
504200,2,1.5,1200,1687,3,3,2008,0
589500,3,3.25,2310,3075,2,3,2005,0
735000,3,2.25,1490,1212,2,3,2011,0
235000,1,1.5,1170,1456,2,3,2007,0
229800,2,1.75,1110,1773,2,3,2014,0
516500,1,1.25,1100,638,3,3,2014,0
1600000,3,4.25,2820,7200,2,4,1930,0
470000,3,1.5,1500,5000,1.5,4,1927,0
650000,2,1,1050,2542,1,3,1904,0
585000,5,2.5,2670,16777,1.5,4,1920,0
475000,3,2.5,1700,9100,1,3,1998,1
397000,3,3.5,1360,1275,2,3,2007,0
325000,5,2.75,2130,6222,1,3,1991,0
1200000,4,2,2120,3360,2,3,1905,1
410000,1,1.5,1010,5750,1,3,1911,1
1165000,3,3,3790,5001,2,3,1989,0
669500,4,2.25,2500,4046,1.5,4,1940,1
491950,3,2.25,2090,10733,1,3,1958,1
535000,3,1,1580,6300,1,3,1925,1
490000,4,3,2330,3497,2,3,2003,0
345000,2,1,970,5750,1,4,1932,1
441000,2,1.5,1190,3400,1,3,1919,1
406500,2,1,870,5750,1,4,1947,1
1925000,5,4.25,4830,8050,2.5,4,1914,1
408000,5,3.25,2820,6589,1.5,3,1906,1
875000,4,1.5,1800,3245,1.5,4,1929,0
308000,3,1,1010,8800,1,4,1954,1
880000,4,2.75,3220,4392,1.5,4,1931,0
255000,2,1,1320,9967,1,3,1919,1
850000,3,2.5,2650,2387,2,3,1920,1
265000,2,2,1860,10856,1,3,1952,1
972000,4,1.75,2010,6300,1,5,1937,0
544000,3,2.5,1460,1613,2,3,2007,0
427500,2,2,1090,934,3,3,2008,0
435000,4,2,1880,3840,1,3,1904,0
765000,5,3,2870,5700,1,3,1964,1
457000,3,2.5,1220,1330,2,3,2008,0
349500,3,2,1270,3600,1,3,1963,1
1198000,4,3.5,3400,3850,2.5,3,2008,0
330000,3,2.5,1680,11312,1,3,1959,1
5.00E+05,2,1,950,4500,1,3,1926,1
691500,4,2.5,2600,7200,2,3,1962,1
459500,2,1,1250,3825,1,3,1929,0
955500,4,1.75,2130,5080,1.5,3,1914,1
1297000,6,2.75,2630,9420,2,5,1900,0
616000,4,1.75,1700,5846,1,3,1957,1
345000,2,1,1080,7775,1,3,1955,1
370000,2,1,860,6050,1,3,1952,1
1080000,3,2.75,3890,7216,2,3,1967,1
337000,3,2.25,1460,941,3,3,2006,0
563000,4,1,1410,3376,1.5,5,1911,1
1695000,4,2.75,3770,10900,2,5,1924,1
245000,3,2,1190,4072,1.5,5,1907,0
590000,3,2,1410,6413,1,4,1947,1
695000,3,2,2500,4080,1.5,5,1922,1
402500,2,1,800,2280,1,5,1946,0
6.00E+05,5,2.25,2980,7781,1,3,1960,1
1110000,5,3.25,3350,4000,2,4,1997,0
332888,2,2.5,1050,1029,2,3,2007,0
515000,2,1,1050,5000,1,5,1907,0
485000,4,1.75,1430,4096,2,3,1900,1
1640000,3,3.25,3140,5445,2,4,1913,0
102500,2,1,820,4320,1,3,1937,1
6.00E+05,2,1,910,2002,1.5,3,1900,1
406000,4,1,1580,8475,1.5,4,1928,0
620000,4,3,2130,6325,1,5,1948,1
725000,3,1.75,1860,6000,2,4,1959,0
276000,1,0.75,370,1801,1,5,1923,0
2300000,4,4.75,3970,9778,2,4,1928,0
433000,4,1.5,1550,5053,1,4,1963,0
581000,4,1,1630,2566,1.5,3,1921,1
952500,4,1.5,2550,5055,2,4,1910,0
476000,4,3,2890,6885,1,3,1945,1
535000,4,1.75,1420,5000,1.5,4,1945,0
1356925,4,3.5,4270,5800,2,5,1937,0
640000,2,2.25,1540,965,3,3,2007,0
460000,3,2.5,1450,1053,2,3,2008,0
525000,2,2.5,1160,1458,2,3,2012,1
512031,3,1.75,1540,3000,1,3,1920,1
310000,2,1,700,3000,1,4,1918,1
1075000,3,2.5,3280,10302,1,3,1970,1
255000,4,2,2430,8960,1,3,1960,1
895000,4,2.25,1950,5950,1,3,1947,1
580000,3,2.25,1900,3960,1.5,3,1905,1
480000,3,2,1470,10052,1,4,1956,0
185000,5,1,1590,6700,1.5,3,1942,1
690000,3,1.5,1760,4000,2,3,1922,1
540000,3,2.25,1320,1800,2,3,1994,0
732000,3,3.75,2670,6517,2.5,4,1977,0
860000,4,1.75,1880,3720,1.5,4,1924,0
389000,4,1.75,2400,7700,1.5,4,1927,0
645000,3,1.75,2270,11472,1,4,1956,0
550000,4,2.75,2160,5005,1,3,1987,1
782000,2,1.5,1570,3600,1.5,4,1906,1
545000,3,2,1340,7200,1.5,4,1923,0
723000,4,2.25,2430,4748,1.5,3,1928,1
496000,2,1,900,9260,1,3,1946,0
625000,3,3,1820,1641,3,3,2006,0
475000,4,2,2100,13468,1,5,1962,0
660500,5,2.5,2950,5500,1.5,5,1918,0
262000,5,1,1870,7800,1,3,1962,1
2147500,3,3.5,4660,5500,2,5,1909,1
736000,2,1,1500,4000,1,3,1933,0
1054690,4,3.5,3390,3979,2,3,2014,0
334500,2,1.5,830,1858,2,3,2005,0
265050,2,1.5,800,2119,2,3,2008,0
445838,3,2.5,2250,5692,2,3,2000,0
575000,3,1.75,1530,6743,1,3,1955,1
850000,3,2.5,3230,5000,2,5,1945,0
1015000,3,3.25,3620,4000,2,3,2005,0
588000,5,3,2190,4900,2,5,1940,0
715000,3,4,2080,2250,3,3,1997,0
529950,3,1,1240,5000,1.5,5,1909,1
1755000,3,2,2360,4800,2,3,1909,1
554729,4,2.5,2020,4350,2,5,1943,0
341000,3,1,1390,4814,1.5,3,1908,1
430000,3,1.5,1810,5080,1,3,1958,1
220000,4,1,1200,6000,1.5,3,1923,1
1625000,4,3.25,2980,3600,2,3,1999,0
405500,2,2.75,1350,1252,2,3,2006,0
633000,4,2.5,2360,10000,1,3,1977,1
255000,2,1.5,920,1598,2,3,1995,0
370000,2,1,860,5040,1,3,1956,1
975000,6,2.75,2520,54160,2,3,1954,1
439990,3,2.5,1930,1348,2,3,2005,0
609000,3,1.75,1630,1526,3,3,2014,0
425000,3,1.5,1400,1022,3,3,2007,0
1200000,4,2.5,2700,4275,2,3,2004,1
1738000,4,2.25,2920,6513,2,4,1937,0
671000,4,3,3130,5700,1.5,3,1953,0
459500,3,1.75,1470,4950,1,3,1984,0
499000,3,2.5,1540,1326,3,3,1995,0
1280000,4,2.5,3160,4620,1.5,3,1917,1
382500,2,1,1190,4440,1,3,1981,1
530000,3,1.75,1320,2500,1,3,1918,0
548800,4,1,1660,4704,1.5,3,1930,1
588000,3,2,1860,4777,2,5,1908,0
445000,2,2,1240,2500,2,3,1985,0
3.00E+05,3,1,930,5160,1.5,5,1919,1
527000,6,3.5,3000,8401,1,3,1979,1
335950,2,1.5,800,5192,1,5,1951,0
295000,3,1.5,1640,7222,2,4,1908,0
780000,4,2,2600,4800,1,3,1953,0
437500,3,2,1490,4800,2,5,1948,1
443000,5,1.75,1650,3000,1.5,3,1902,0
245000,2,1,1500,6685,1,3,1926,1
536000,2,1.5,1130,746,2,3,2009,0
558000,2,2,1580,5750,1,5,1910,0
1636000,3,2.5,3110,6765,2,4,1946,1
631500,4,2,2530,5650,1.5,4,1910,0
570000,3,2,1640,2808,1,4,1924,0
1450000,4,3.25,3770,4103,2,5,1925,0
5.00E+05,3,2.5,1720,3012,2,3,2011,0
378000,3,2.5,1601,2491,3,3,2007,0
505000,2,2.25,1060,1209,2,3,2006,0
510000,3,2.5,1420,1237,3,3,2014,0
1300000,4,2.25,2360,4000,2,3,2013,1
374000,2,1.5,1260,1575,2,3,2001,0
230000,3,1.75,1140,1201,2,3,2014,0
438000,2,2,1270,1372,3,3,2000,0
315000,2,1,1080,2674,1,4,1919,1
780000,2,2.5,2560,2500,2,5,1901,0
480000,2,1,1060,3040,1,3,1924,1
330000,3,2.25,2220,4060,1,3,1993,0
326500,3,1,1060,7920,1,4,1968,0
267000,3,1,1400,8100,1.5,3,1944,0
362000,5,3,1810,3000,2,3,1998,1
371500,3,1,1650,6400,1,4,1954,1
368000,4,1.75,2100,11942,1,3,1964,1
427550,2,1,880,4000,1,3,1940,1
235000,2,1,1020,7920,1,3,1939,1
210000,3,2,960,9380,1,3,1949,1
485000,4,2.25,1900,7200,1,3,1977,1
410000,3,2,1320,6000,1.5,4,1920,0
435000,4,2.75,2230,9640,1,3,1998,1
210000,3,1,1070,8179,1,3,1949,1
1050000,4,2.75,2250,3433,1.5,3,1927,1
613000,2,2,1170,1890,1.5,4,1927,0
165000,1,1,850,8050,1,2,1906,0
430000,3,2,1550,6039,1,5,1942,0
1195000,4,3.5,3960,6654,2,3,2006,0
201500,3,1,1320,5000,1.5,3,1912,1
325000,2,1,800,7260,1,3,1953,0
890000,4,2.75,2310,4020,3,5,1979,0
970000,5,2.75,3500,5040,2,3,1927,1
399500,4,1.75,1360,4840,1.5,4,1928,0
1205000,4,3.5,3150,5500,2,3,2014,0
325000,2,1,810,4080,1,4,1941,1
517000,2,1.5,1920,3408,1,4,1912,1
1675000,3,2.5,3490,8343,2,4,1939,1
2180000,6,2.75,4710,11000,2,3,1931,0
148000,2,1,630,4200,1,3,1930,1
950000,3,2.5,3480,7800,1,4,1941,1
405000,3,1.5,1010,7683,1.5,5,1953,0
674600,4,2.5,2610,5140,2,3,2006,0
320000,3,3.25,1450,1387,2,3,2013,1
399950,5,2.75,1970,5400,1,3,1986,0
550000,3,2,1970,4166,2,5,1929,0
284000,4,1.75,1880,8800,1,3,1960,1
737500,3,1.75,2320,10900,2,3,1935,1
569000,3,3.25,2220,8227,1.5,5,1929,0
7.00E+05,3,1,1410,7200,2,4,1901,0
660000,3,1,1240,3500,1,4,1927,0
226550,3,1,990,4440,1,3,1943,1
810000,4,1.75,2000,3988,1,4,1958,1
275000,3,1,1200,7800,1,4,1954,1
679000,4,2.75,2100,4480,1.5,4,1928,0
1465000,6,4.5,4230,6420,2,4,1916,0
410000,3,1.75,1660,6250,1,3,1980,0
1250000,4,2.5,2920,5500,1,3,1957,1
425000,2,1,1320,8830,1,3,1939,1
840000,3,2,2783,11177,2,3,1910,1
599950,3,3.25,1830,1804,3,3,2014,0
299880,3,2.5,1460,3044,2,3,2000,0
680000,3,2,1780,5720,1,5,1925,0
335500,3,1,1370,6780,2,3,1930,1
321500,1,1,730,1942,1,3,2008,0
599000,7,2.5,2580,5750,1,4,1901,0
759000,4,1.75,2100,4750,1,3,1975,0
3.00E+05,4,1.75,1820,5015,1,4,1926,1
359000,3,1.5,1550,4980,1,3,1978,0
550000,4,1,1440,3600,1.5,4,1924,0
395000,2,1,930,6380,1,4,1940,1
380000,2,1,780,3910,1,3,1918,0
625000,4,1,1600,5500,1.5,4,1946,1
9.00E+05,4,2.5,2230,4372,2,5,1935,0
580000,3,1.75,1850,5100,1,3,1909,1
749000,4,2.75,2700,6000,2,4,1910,0
595000,4,3.25,3730,4560,2,3,2013,1
487000,4,2.5,2540,5001,2,3,2005,0
760000,4,2.25,3300,8365,3,3,2014,0
374950,3,2.25,1390,1484,3,3,2007,0
440000,3,1.5,1270,1413,3,3,2007,0
775000,6,2.75,2980,5000,1.5,3,1916,1
725000,2,1.75,1950,2719,1,5,1919,1
350000,4,1,1170,8147,1.5,3,1959,1
639000,4,2,1840,5419,1,4,1942,1
8.00E+05,3,2.75,2220,4000,2,3,1914,1
279000,2,1,670,6300,1,5,1942,0
880000,6,2.5,2640,3680,2,5,1922,1
436110,3,2.5,1770,1235,3,3,2007,0
620000,3,1.5,1620,6630,1,3,1954,1
254000,4,2,1510,4235,1,3,1955,1
1234582,5,3.25,3240,6551,1.5,4,1939,1
205425,2,1.75,880,6780,1,4,1945,0
505000,3,2.25,1670,1596,2,3,2002,0
670000,3,2.5,2700,1438,2,3,2003,0
202000,1,1,590,833,1,4,1926,1
291000,3,1.75,1560,9788,1,3,1964,1
744312.5,4,2.5,2800,5900,1,3,1963,1
439333.3333,3,3.5,3020,4082,2,3,1954,1
330000,3,3,1680,1570,3,3,2014,0
554250,3,2.5,1490,1709,3,3,2004,1
3.00E+05,3,2,1510,7066,1,3,1973,1
274750,4,2.5,1840,1562,2,3,2004,1
148612.5,3,1,1040,5000,1,3,1959,1
326428.5714,3,1,1250,4800,1,4,1951,1
135333.3333,4,1,1530,7200,1.5,3,1948,1
577437.5,4,2.5,2110,3750,2,3,2000,0
440825,3,1.75,2150,4333,1,3,1956,1
195000,5,3.75,5340,10655,2.5,4,1912,1
193000,3,1.5,2200,5000,1.5,3,1932,0
266066.6667,4,1,1310,5200,1.5,3,1945,1
450385.7143,3,2,1300,3731,1,3,1993,0
308830.7692,2,1,810,4800,1,3,1919,1
287919.7826,2,1,1090,5000,1,4,1942,1
247875,2,1,1000,4776,1,4,1942,1
173666.6667,4,1,1290,5000,1.5,3,1957,1
790000,4,2.5,2310,5100,2,3,2013,1
678333.3333,3,2.5,1840,3035,1,3,1926,1
535000,4,2.25,2290,5350,2,4,1958,1
596165.4286,4,2,2580,6000,1,5,1950,0
148612.5,3,1,1040,6860,2,3,1942,1
535000,4,2.25,2980,8051,1.5,4,1935,0
440825,3,1.75,1980,6250,1,5,1910,0
2560498.333,3,2.5,1710,1664,2,5,2003,0
423050.9259,2,1,890,4590,1,3,1923,1
458663.8889,2,1,1470,7137,1,3,1941,1
135333.3333,4,1,1200,7200,1.5,3,1944,0
790000,4,3.25,2420,4000,1.5,5,1911,1
435500,3,3.5,1240,1666,2,3,2008,0
738190.8571,3,2.5,2300,3060,1.5,3,1930,1
3.00E+05,3,2,2020,8555,1,4,1957,1
1036200,4,3.25,2500,5801,1.5,3,1926,1
163785.7143,2,1,760,5500,1.5,3,1947,1
351250,4,1.75,1580,5340,1,3,1947,1
233166.6667,3,2,1570,7000,2,4,1971,0
331366.6667,3,2.5,1270,2509,2,3,2004,1
337945.75,2,1,940,9839,1,3,1910,1
323833.3333,4,1,1940,5753,1.5,3,1947,1
309000,3,2.5,1800,2700,2,3,2011,0
994500,4,2.25,2870,6280,1.5,4,1905,0
379509.1667,2,1,880,6413,1,3,1950,1
362750,2,1.75,1240,3000,1.5,3,1906,1
198995,3,1,1410,8053,1,4,1951,1
190368.75,2,1,1120,5650,1,3,1944,0
360500,3,2.5,1150,887,3,3,2007,0
258125,2,1,930,7740,1,3,1924,1
167500,1,1,690,1950,1,3,1928,1
471500,4,3,2370,3672,1.5,5,1916,0
464600,2,1,840,3400,1,4,1924,0
433111.1111,3,2.25,1370,1524,3,3,2005,0
558653.8462,3,2.5,1530,3210,1.5,5,1928,1
318000,2,1.75,1530,3503,1,4,1916,0
550607.1429,4,2,1660,4800,1.5,3,1922,1
1288333.333,6,4.5,3830,4800,3,3,1919,1
584000,3,1.75,1490,1036,2,3,2008,0
245000,3,3,2470,7410,2,5,1977,0
287919.7826,2,1,870,4600,1,4,1942,1
454790,2,1.75,1990,4000,1,5,1952,1
473200,3,1.5,1740,4200,1.5,4,1920,0
406062.5,2,1,1290,4650,1,4,1906,1
486895,3,1,1890,3330,1.5,4,1901,0
396166.6667,3,1.75,1880,5752,1,4,1945,0
308166.6667,3,1.75,1510,6360,1,4,1954,1
203400,4,2,2090,6630,1,3,1974,0